1,222,1161,716,1156,716,1199,222,1204, Cám ơn quý khách, Hẹn gặp lại.
2,87,1040,345,1045,344,1094,85,1089, Cộng tiền hàng
3,737,1041,859,1042,858,1083,736,1082, 91,000
4,386,967,507,965,509,1006,387,1009, 45,000
5,730,965,853,962,855,1005,732,1007, 45,000
6,96,908,519,908,519,948,96,948, Ngu coc dinh duong 500g
7,390,840,508,841,508,883,390,882, 46,000
8,728,838,849,839,848,880,727,879, 46,000
9,99,781,414,787,414,825,98,820, Xuc xich CP10 cây
10,388,721,507,722,507,762,387,761, Đơn giá
11,670,722,838,713,840,753,672,762, Thành tiền
12,108,597,301,598,300,632,107,631, Số: SON55650
13,599,603,833,595,833,629,599,637, Ngày: 12-08-2020
14,314,542,626,544,626,574,314,572, HÓA ĐƠN BÁN HÀNG
15,299,431,640,436,640,464,299,460, 0869322496-02438765210
16,304,343,637,351,635,381,302,373, CỬA HÀNG NĂM OÁNH
