1,146,1152,286,1154,286,1174,146,1172, 4 Tiên trả lại:
2,697,1153,766,1153,766,1169,697,1169, 60 400
3,140,1130,329,1131,329,1155,140,1154, + Tiền khách đưa:
4,693,1130,771,1130,771,1150,693,1150, 100 000
5,136,1091,312,1091,312,1116,136,1116, + Tiền mặt VND:
6,707,1088,779,1088,779,1113,707,1113, 39 600
7,669,1058,778,1058,779,1083,670,1083, 39 600
8,132,1054,429,1057,429,1087,133,1084, Tiên Thanh Toán:
9,724,995,786,995,786,1022,724,1022, 4 400
10,130,993,295,993,295,1022,130,1022, Tiền chiết khấu
11,689,951,785,951,785,982,689,982, 44 000
12,131,946,304,949,303,983,130,980, Thành tiền:
13,715,898,786,902,784,933,713,929, 8000
14,569,897,642,901,640,932,568,929, 8000
15,203,899,347,899,347,929,203,929, + Thịt cuộn
16,702,858,784,858,784,888,702,888, 15 000
17,564,858,645,858,645,888,564,888, 15 000
18,146,857,283,857,283,882,146,882, 2 Xôi Nấm
19,711,819,779,819,779,846,711,846, 8000
20,568,818,635,818,635,845,568,845, 8000
21,209,814,366,814,366,842,209,842, + Thịt Xá xíu
22,187,771,265,776,263,807,185,802, thêm)
23,708,769,776,769,776,796,708,796, 3 000
24,567,770,634,770,634,795,567,795, 3 000
25,214,745,430,753,429,782,213,774, + Xôi Trắng (Phần
26,696,719,775,719,775,745,696,745, 10 000
27,562,720,638,720,638,746,562,746, 10000
28,161,707,310,716,308,746,159,736, 1 Xôi Trắng
29,696,676,775,676,775,706,696,706, T.Tiên
30,565,679,629,679,629,706,565,706, Đ.Giá
31,292,677,397,677,397,707,292,707, Tên món
32,194,626,378,626,378,656,194,656,
33,530,622,625,622,625,653,530,653, Giờ ra:
34,691,620,774,616,775,647,693,651, 19.25
35,314,586,461,586,461,615,314,615, 02.06.2019
36,530,582,644,582,644,615,530,615, Giờ vào:
37,691,580,774,576,775,608,693,611, 19.24
38,306,545,384,545,384,576,306,576, 1141
39,471,544,713,537,714,567,471,574, Số Thẻ : STT - 01
40,251,467,637,458,638,501,252,510, PHIẾU THANH TOÁN
41,334,397,581,388,582,418,335,427, Tel:07 6336 5665
42,160,356,753,334,755,367,162,389, Tòa nhà C1 - KTX Khu B - ĐHQG TP.HCM
43,251,287,547,274,549,314,253,326, champi
